,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
153,Cyclops Medtech,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",Seed,14617.7459435755,"Bangalore, Karnataka, India",Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,2018,,,
154,Livspace,"E-Commerce, Furniture, Interior Design",Series C,1023242.2160502851,"Bangalore, Karnataka, India","Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",2018,,,
155,NewsBytes,"Apps, Events, News",Seed,14617.7459435755,"Gurgaon, Haryana, India",NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,2018,,,
156,Leena AI,"Artificial Intelligence, Human Resources, Information Services, Information Technology",Seed,29235.491887151,"Gurgaon, Haryana, India",Leena is smart AI powered HR companion dedicated towards engaging employees.,2018,,,
157,GoGaga,"Dating, Private Social Networking",Non-equity Assistance,584.7098377430201,"Bangalore City, Karnataka, India",GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,2018,,,
158,Mate Labs,"Artificial Intelligence, Machine Learning, PaaS",Seed,8039.7602689665255,"Bangalore, Karnataka, India",Mate Labs is a machine learning solutions platform for beginners.,2018,,,
159,Ola,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Venture - Series Unknown,730887.2971787751,"Kormangala, Karnataka, India",Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,2018,,,
160,DocPrime,"Health Care, Health Insurance",Funding Round,730887.2971787751,"Haryana, Haryana, India",DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes.,2018,,,
161,CLP India Pvt. Ltd.,"Energy, Natural Resources",Private Equity,5335477.269405058,"Mumbai, Maharashtra, India",CLP India Pvt. Ltd. is a foreign investor in the Indian power sector.,2018,,,
162,Vokal,"Internet, Knowledge Management",Series A,21926.61891536325,"Bengaluru, Karnataka, India",India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,2018,,,
163,Kissht,"Credit, Finance, FinTech, Lending, Sales Automation",Series C,438532.37830726505,"Mumbai, Maharashtra, India","Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sales",2018,,,
164,Upwards Fintech,"Banking, Financial Services, Internet",Series A,73088.7297178775,"Mumbai, Maharashtra, India",Upwards Fintech financial company.,2018,,,
165,Mamaearth,"E-Commerce, Health Care, Retail",Series A,58470.983774302,"Gurgaon, Haryana, India",Mamaearth is an online retailer specializing in baby and toddler products.,2018,,,
166,Belstar Investment and Finance Private Limited,"Financial Services, Micro Lending",Venture - Series Unknown,409296.886420114,"Chennai, Tamil Nadu, India",Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs.,2018,,,
167,Naaptol,"E-Commerce, Retail, Shopping",Venture - Series Unknown,219266.18915363253,"Mumbai, Maharashtra, India","Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content.",2018,,,
168,Verzeo,E-Learning,Series A,73088.7297178775,"Bangalore, Karnataka, India",Verzeo is anAI-focussed edtech startup.,2018,,,
169,Dream11,"Fantasy Sports, Mobile, Sports",Series D,1461774.5943575501,"Mumbai, Maharashtra, India","Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",2018,,,
170,Dailyhunt,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",Series E,87706.475661453,"Bangalore, Karnataka, India",NewsHunt is a Bangalore based eBooks company.,2018,,,
171,SlicePay,"FinTech, Internet, Payments, Service Industry",Series A,217804.41455927497,"Bengaluru, Karnataka, India",SlicePay is an AI based instant credit app for youngsters in India.,2018,,,
172,Udaan,"B2B, Business Development, Internet, Marketplace",Series C,3288992.837304488,"Bangalore, Karnataka, India","Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",2018,,,
173,Mombay,"Food and Beverage, Food Delivery, Internet",Seed,109.63309457681626,"Mumbai, Maharashtra, India",Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,2018,,,
174,Netmeds,"Biotechnology, Health Care, Pharmaceutical",Series C,511621.1080251426,"Chennai, Tamil Nadu, India",Welcome to India's most convenient pharmacy!,2018,,,
175,Bombay Shaving,Ecommerce,undisclosed,"$6,300,000",,Provides a range of male grooming products,2019,,Shantanu Deshpande,Sixth Sense Ventures
176,Ruangguru,Edtech,Series C,"$150,000,000",Mumbai,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students",2019,2014.0,"Adamas Belva Syah Devara, Iman Usman.",General Atlantic
177,Eduisfun,Edtech,Fresh funding,"$28,000,000",Mumbai,It aims to make learning fun via games.,2019,,Jatin Solanki,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey"
178,HomeLane,Interior design,Series D,"$30,000,000",Chennai,Provides interior designing solutions,2019,2014.0,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
179,Nu Genes,AgriTech,undisclosed,"$6,000,000",Telangana,"It is a seed company engaged in production, processing and marketing of seeds",2019,2004.0,Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA)
180,FlytBase,Technology,undisclosed,Undisclosed,Pune,A drone automation platform,2019,,Nitin Gupta,Undisclosed
181,Finly,SaaS,undisclosed,Undisclosed,Bangalore,"It builds software products that makes work simpler, pleasant, and productive",2019,,"Vivek AG, Veekshith C Rai","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog."
182,Kratikal,Technology,Pre series A,"$1,000,000",Noida,It is a product-based cybersecurity solutions provider,2019,2013.0,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu."
183,Quantiphi,AI & Tech,Series A,"$20,000,000",,It is an AI and big data services company providing business solutions.,2019,,Renuka Ramnath,Multiples Alternate Asset Management
184,Lenskart,E-commerce,Series G,"$275,000,000",Delhi,It is a eyewear company,2019,2010.0,"Peyush Bansal, Amit Chaudhary, Sumeet Kapahi",SoftBank
185,Cub McPaws,E-commerce & AR,undisclosed,Undisclosed,Mumbai,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha – kids,2019,2010.0,"Abhay Bhat, Kinnar Shah",Venture Catalysts
186,Appnomic,SaaS,undisclosed,"$22,000,000",Bangalore,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",2019,,D Padmanabhan,Avataar Ventures
187,Kaleidofin,Fintech,Series A,"$5,000,000",Chennai,Platform that provides complete financial solutions for excluded individuals and households,2019,2018.0,"Puneet Gupta, Sucharita Mukherjee",Oikocredit
188,JobSquare,HR tech,undisclosed,"$140,500",Ahmedabad,Technology-based platform that is connecting suitable applicants to the right recruiters,2019,2019.0,Ishit Jethwa,Titan Capital
189,Open Secret,Food tech,undisclosed,Undisclosed,,It produces and sells top quality snacks,2019,,"Ahana Gautam, Udit Kejriwal",Matrix Partners
190,LivFin,Fintech,undisclosed,"$5,000,000",Delhi,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",2019,2017.0,Rakesh Malhotra,German development finance institution DEG
191,Byju's,Edtech,undisclosed,"$540,000,000",,Provides online learning classes,2019,2011.0,Byju Raveendran,"South Africa’s Naspers Ventures, the CPP Investment Board"
192,Zest Money,Fintech,Series B,"$15,000,000",Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,2019,2015.0,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.
193,Witblox,Edtech,undisclosed,"$182,700",,Offers a range of robotics learning tools,2019,2014.0,Amit Modi,Mumbai Angels Network
194,Azah Personal Care Pvt. Ltd.,Health,Pre series A,Undisclosed,Gurugram,Aims to solve some problems in the feminine hygiene sector,2019,2018.0,"Mohammed, Shashwat Diesh","Kunal Bahl, Rohit Bansal."
195,SalaryFits,Fintech,undisclosed,"$5,000,000",,A platform that promotes financial well-being of employees at workplace,2019,2015.0,Renato Araujo,Brazilian VC Fund Confrapar
196,Pristyn Care,Healthcare,Series B,"$12,000,000",,Delivers advanced medical care & clinical excellence aided by next-level technology,2019,2018.0,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList."
197,Springboard,Edtech,Post series A,"$11,000,000",,Offers online courses and extensive mentor-based learning,2019,2013.0,"Gautam Tambay, Parul Gupta",Reach Capital
198,DROR Labs Pvt. Ltd,Safety tech,undisclosed,Undisclosed,Delhi,It uses technology to create a trust-based network of responsible citizens to ensure safety,2019,2018.0,"Dhiraj Naubhar, Dheeraj Bansal",Inflection Point Ventures
199,Medlife,Pharmaceutical,undisclosed,"$15,500,000",Bangalore,It solves inadequacies in the healthcare delivery system through technology,2019,2014.0,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund
200,Seekify,SaaS,Seed funding,"$1,500,000",Delhi,Customer Experience (CX) Automation platform,2019,2019.0,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita
201,Toffee Insurance,Insurance technology,Series A,"$5,500,000",Haryana,Provides variety of insurance plans and policies,2019,2017.0,"Nishant Jain, Rohan Kumar",IVM Intersurer
202,Fireflies .ai,AI,undisclosed,"$5,000,000",,Developer of an artificial intelligence-powered assistant for businesses,2019,,Sam Udotong,Canaan Partners
203,HungerBox,Foodtech,Series C,"$12,000,000",Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",2019,2015.0,"Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux."
204,Bijak,AgriTech,Seed fund,"$2,500,000",,B2B platform for agricultural commodities.,2019,2019.0,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital"
205,Licious,Food,Series E,"$30,000,000",Bangalore,Online meat shop,2019,,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund
206,truMe,IoT,undisclosed,"$140,000",,A global platform for Identity and Access Management,2019,,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha
207,Pumpkart,E-marketplace,undisclosed,Undisclosed,Chandigarh,B2B model for appliances and electrical products,2019,2014.0,KS Bhatia,Dinesh Dua
208,Asteria Aerospace,Robotics & AI,undisclosed,"$230,000,000",Bangalore,"Develops drones that are used by the military, paramilitary, police forces and in various industries.",2019,2011.0,"Neel Mehta, Nihar Vartak",Reliance Industries
209,Rivigo,Logistics,Series F,"$20,000,000",,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",2019,2014.0,"Deepak Garg, Gazal Kalra","SAIF Partners India VI Ltd, Spring Canter Investment Ltd"
210,HappyEasyGo,Travel,Series B+,"$49,400,000",Gurugram,Online flight booking,2019,2017.0,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners"
211,Zetwerk,Manufacturing,Series B,"$32,000,000",Bangalore,Provides facilities to get products manufactured.,2019,2018.0,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital"
212,Observe.AI,AI,Series A,"$26,000,000",Bangalore,Creates a voice AI platform,2019,,Swapnil,Scale Venture Partners
213,Freshokartz,E-marketplace,Pre series A,"$150,000",Jaipur,Online fruits and vegetables delivery company,2019,2016.0,Rajendra Lora,ThinkLab
214,Lil’ Goodness and sCool meal,Food & Nutrition,undisclosed,"$400,000",Bangalore,It empowers moms to provide the best of foods to their Lil' ones,2019,,,"Sajan Pillai, Muthu Krishnan,"
215,Trell,Social Media,Pre series A,"$2,000,000",Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,2019,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah"
216,VMate,,undisclosed,"$100,000,000",,A short video platform,2019,,,Alibaba
217,Bombay Shirt Company,E-commerce,undisclosed,"$8,000,000",Mumbai,Online custom shirt brand,2019,2012.0,Akshay Narvekar,Lightbox Ventures
218,Slintel,SaaS,undisclosed,"$1,500,000",,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",2019,2016.0,Deepak Anchala,Stellaris Ventures
219,MyGameMate,E-Sports,undisclosed,"$100,000",Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,2019,,Parshavv Jain& Raju Kushwaha,"Jindagi Live Angels,"
220,Afinoz,Fintech,undisclosed,Undisclosed,Noida,Online financial marketplace for customized rate quotes on loans and investment products in India,2019,,Rachna Suneja,Fintech innovation lab
221,Rein Games,Technology,Pre series A,"$50,000,000",Noida,"It develops, publishes and distributes games across various platforms",2019,,"Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital"
